Age,Workclass,Education,Marital Status,Occupation,Relationship,Race,Sex,Capital Gain,Capital Loss,Hours per week,Country,Target
37.00<Age<=48.00,Federal-gov,Bachelors,Married,Admin,Wife,White,Female,High,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Federal-gov,HighSchoolgrad,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Federal-gov,HighSchoolgrad,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Widowed,Blue-Collar,Unmarried,White,Male,None,Low,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Separated,Blue-Collar,Unmarried,White,Female,None,High,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Federal-gov,Bachelors,Never-Married,Professional,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Self-emp-not-inc,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek>45.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Bachelors,Separated,Blue-Collar,Not-in-family,White,Female,None,Low,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
Age>48.00,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,?,Bachelors,Married,?,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,?,Bachelors,Married,?,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,?,Bachelors,Married,?,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Wife,Asian-Pac-Islander,Female,None,High,Hoursperweek>45.00,?,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Wife,Asian-Pac-Islander,Female,None,High,Hoursperweek>45.00,?,Lessthan$50k
37.00<Age<=48.00,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,Low,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,Low,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Self-emp-not-inc,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,High,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,High,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,High,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,High,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,High,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,High,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age<=28.00,Private,Associates,Never-Married,Professional,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,Associates,Never-Married,Professional,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Married,White-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,High,Hoursperweek>45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age<=28.00,Private,Masters,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Professional,Husband,White,Male,Low,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
Age>48.00,Self-emp-inc,HighSchoolgrad,Separated,White-Collar,Not-in-family,Black,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Self-emp-not-inc,Masters,Never-Married,Professional,Not-in-family,White,Female,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Admin,Not-in-family,White,Female,None,Low,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Masters,Married,Professional,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Masters,Married,Professional,Husband,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
28.00<Age<=37.00,Self-emp-not-inc,HighSchoolgrad,Never-Married,White-Collar,Not-in-family,White,Male,None,None,Hoursperweek>45.00,Euro_1,Lessthan$50k
37.00<Age<=48.00,State-gov,Doctorate,Married,Professional,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
37.00<Age<=48.00,State-gov,Doctorate,Married,Professional,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Married,Professional,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Professional,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Professional,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Professional,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,State-gov,HighSchoolgrad,Separated,Other,Unmarried,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Associates,Married,Professional,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Local-gov,Bachelors,Separated,Other,Not-in-family,White,Female,High,None,Hoursperweek<=40.00,British-Commonwealth,Morethan$50k
Age>48.00,Self-emp-not-inc,Prof-School,Married,Professional,Husband,White,Male,None,High,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Self-emp-not-inc,Prof-School,Married,Professional,Husband,White,Male,None,High,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Self-emp-not-inc,Prof-School,Married,Professional,Husband,White,Male,None,High,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Husband,Black,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
Age>48.00,?,Dropout,Separated,?,Not-in-family,Black,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,Yugoslavia,Lessthan$50k
37.00<Age<=48.00,Private,Associates,Married,Blue-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,Yugoslavia,Lessthan$50k
28.00<Age<=37.00,Private,Associates,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,Low,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,State-gov,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,State-gov,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,State-gov,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,State-gov,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,State-gov,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,State-gov,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Never-Married,Professional,Own-child,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Local-gov,Dropout,Married,Service,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Local-gov,Dropout,Married,Service,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,Dropout,Separated,Sales,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Private,Dropout,Separated,Sales,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,State-gov,Bachelors,Married,Other,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,State-gov,Bachelors,Married,Other,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
37.00<Age<=48.00,State-gov,HighSchoolgrad,Separated,Admin,Unmarried,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,Black,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
Age<=28.00,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,None,High,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Private,Dropout,Separated,Service,Unmarried,Black,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Federal-gov,Bachelors,Married,White-Collar,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
37.00<Age<=48.00,State-gov,HighSchoolgrad,Never-Married,Professional,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,State-gov,HighSchoolgrad,Never-Married,Professional,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Federal-gov,HighSchoolgrad,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Federal-gov,HighSchoolgrad,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Masters,Never-Married,White-Collar,Not-in-family,White,Female,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Masters,Never-Married,White-Collar,Not-in-family,White,Female,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Never-Married,Service,Own-child,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Separated,Blue-Collar,Not-in-family,White,Male,Low,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
Age>48.00,Federal-gov,Masters,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Private,Associates,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Service,Not-in-family,White,Female,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Service,Not-in-family,White,Female,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Masters,Separated,White-Collar,Not-in-family,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
Age<=28.00,Self-emp-not-inc,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Self-emp-not-inc,Bachelors,Never-Married,Professional,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Federal-gov,HighSchoolgrad,Never-Married,Other,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Dropout,Widowed,Blue-Collar,Unmarried,White,Female,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age<=28.00,Local-gov,Bachelors,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,South-America,Lessthan$50k
Age<=28.00,Local-gov,Bachelors,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,South-America,Lessthan$50k
Age>48.00,Self-emp-not-inc,Masters,Married,Professional,Wife,White,Female,None,None,Hoursperweek<=40.00,British-Commonwealth,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Never-Married,Service,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Self-emp-inc,Prof-School,Separated,Professional,Not-in-family,White,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Federal-gov,HighSchoolgrad,Married,White-Collar,Wife,Asian-Pac-Islander,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Federal-gov,HighSchoolgrad,Married,White-Collar,Wife,Asian-Pac-Islander,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Federal-gov,HighSchoolgrad,Married,White-Collar,Wife,Asian-Pac-Islander,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Self-emp-not-inc,HighSchoolgrad,Married,Admin,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Local-gov,Dropout,Separated,Service,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,Associates,Never-Married,Service,Own-child,Black,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,Associates,Never-Married,Service,Own-child,Black,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Morethan$50k
37.00<Age<=48.00,Private,Masters,Married,Professional,Husband,White,Male,High,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Other,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Other,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Bachelors,Married,Other,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
37.00<Age<=48.00,Local-gov,Masters,Never-Married,Professional,Not-in-family,White,Female,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age>48.00,Self-emp-not-inc,Associates,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Self-emp-not-inc,Associates,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Admin,Wife,White,Female,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Admin,Wife,White,Female,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
28.00<Age<=37.00,Local-gov,Bachelors,Separated,Professional,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
28.00<Age<=37.00,Private,Associates,Married,Admin,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Associates,Married,Admin,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Associates,Married,Admin,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Prof-School,Married,Professional,Wife,White,Female,High,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,Prof-School,Married,Professional,Wife,White,Female,High,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Local-gov,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,Latin-America,Morethan$50k
37.00<Age<=48.00,Local-gov,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,Latin-America,Morethan$50k
28.00<Age<=37.00,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
28.00<Age<=37.00,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
28.00<Age<=37.00,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
28.00<Age<=37.00,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
28.00<Age<=37.00,Self-emp-not-inc,HighSchoolgrad,Married,Sales,Husband,Black,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Local-gov,HighSchoolgrad,Married,Other,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age>48.00,Self-emp-inc,HighSchoolgrad,Married,Blue-Collar,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age>48.00,Self-emp-inc,HighSchoolgrad,Married,Blue-Collar,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Separated,Professional,Not-in-family,Black,Male,None,None,Hoursperweek<=40.00,Euro_1,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Separated,Professional,Not-in-family,Black,Male,None,None,Hoursperweek<=40.00,Euro_1,Morethan$50k
Age<=28.00,?,Dropout,Never-Married,?,Unmarried,Black,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,?,Dropout,Never-Married,?,Unmarried,Black,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Associates,Never-Married,Admin,Not-in-family,White,Female,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,White-Collar,Own-child,White,Female,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
Age>48.00,Self-emp-inc,Prof-School,Separated,Professional,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Private,Bachelors,Never-Married,Blue-Collar,Own-child,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Federal-gov,Associates,Never-Married,White-Collar,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,White-Collar,Not-in-family,Black,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,White-Collar,Not-in-family,Black,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Local-gov,Masters,Married,Professional,Wife,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Federal-gov,Masters,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Federal-gov,Masters,Married,Professional,Husband,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age<=28.00,Private,HighSchoolgrad,Married,Other,Husband,White,Male,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Professional,Husband,Black,Male,None,None,Hoursperweek<=40.00,Latin-America,Morethan$50k
28.00<Age<=37.00,Private,HighSchoolgrad,Married,Professional,Husband,Black,Male,None,None,Hoursperweek<=40.00,Latin-America,Morethan$50k
37.00<Age<=48.00,Private,Dropout,Married,Blue-Collar,Husband,Other,Male,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Separated,Service,Unmarried,Black,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Widowed,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,Masters,Never-Married,Professional,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Federal-gov,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,Low,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Federal-gov,HighSchoolgrad,Married,Blue-Collar,Husband,White,Male,None,Low,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Local-gov,HighSchoolgrad,Never-Married,Other,Not-in-family,Black,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Local-gov,HighSchoolgrad,Never-Married,Other,Not-in-family,Black,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Federal-gov,HighSchoolgrad,Never-Married,Service,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Federal-gov,HighSchoolgrad,Never-Married,Service,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Morethan$50k
Age<=28.00,Private,Dropout,Never-Married,Service,Own-child,White,Male,None,Low,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Local-gov,Bachelors,Separated,Professional,Unmarried,White,Female,None,None,Hoursperweek>45.00,United-States,Lessthan$50k
Age<=28.00,Local-gov,Bachelors,Never-Married,Admin,Not-in-family,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
Age<=28.00,Local-gov,HighSchoolgrad,Never-Married,Service,Not-in-family,Black,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age<=28.00,Self-emp-not-inc,HighSchoolgrad,Never-Married,Sales,Own-child,Black,Male,High,None,Hoursperweek>45.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Sales,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Sales,Husband,White,Male,Low,None,Hoursperweek<=40.00,United-States,Morethan$50k
28.00<Age<=37.00,Self-emp-not-inc,HighSchoolgrad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,None,None,Hoursperweek<=40.00,Euro_2,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Widowed,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Widowed,Blue-Collar,Not-in-family,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Private,Dropout,Married,Blue-Collar,Husband,White,Male,Low,None,Hoursperweek>45.00,Latin-America,Lessthan$50k
28.00<Age<=37.00,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,Latin-America,Lessthan$50k
28.00<Age<=37.00,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,None,High,40.00<Hoursperweek<=45.00,United-States,Morethan$50k
Age>48.00,Self-emp-inc,HighSchoolgrad,Separated,White-Collar,Unmarried,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Self-emp-inc,HighSchoolgrad,Separated,White-Collar,Unmarried,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Self-emp-inc,HighSchoolgrad,Separated,White-Collar,Unmarried,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Local-gov,HighSchoolgrad,Married,Blue-Collar,Husband,Black,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Married,Admin,Husband,Asian-Pac-Islander,Male,None,None,Hoursperweek<=40.00,SE-Asia,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Married,Admin,Husband,Asian-Pac-Islander,Male,None,None,Hoursperweek<=40.00,SE-Asia,Morethan$50k
Age>48.00,Local-gov,HighSchoolgrad,Separated,Admin,Not-in-family,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Private,HighSchoolgrad,Married,Professional,Husband,White,Male,None,None,40.00<Hoursperweek<=45.00,United-States,Lessthan$50k
Age<=28.00,Private,HighSchoolgrad,Never-Married,Professional,Not-in-family,Black,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Federal-gov,HighSchoolgrad,Widowed,Other,Not-in-family,White,Female,Low,None,Hoursperweek<=40.00,United-States,Lessthan$50k
28.00<Age<=37.00,Private,Bachelors,Married,Admin,Husband,Asian-Pac-Islander,Male,None,None,Hoursperweek<=40.00,SE-Asia,Morethan$50k
Age>48.00,Private,HighSchoolgrad,Widowed,White-Collar,Unmarried,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
Age>48.00,Private,HighSchoolgrad,Widowed,White-Collar,Unmarried,White,Female,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
37.00<Age<=48.00,Local-gov,Associates,Separated,Other,Not-in-family,White,Female,None,None,Hoursperweek>45.00,United-States,Morethan$50k
Age<=28.00,Self-emp-not-inc,HighSchoolgrad,Never-Married,Service,Other-relative,White,Male,None,None,Hoursperweek<=40.00,United-States,Lessthan$50k
